0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,36,0,45,250,80,50,15,1,50,100
2,1,4,37,0,15,150,60,10,10,4,150,150
3,1,7,38,0,25,200,70,100,20,3,50,100
4,1,2,39,0,50,300,60,10,25,1,50,50
5,1,3,38,0,20,150,70,50,10,4,80,80
6,1,1,40,0,40,200,75,20,15,1,40,80,
7,1,5,35,0,60,250,60,20,15,1,30,60
8,1,7,35,0,50,250,50,150,20,2,60,120
9,1,8,44,0,25,200,50,20,10,4,35,70
10,1,6,44,41,30,250,50,50,15,3,70,140
11,1,2,35,0,50,250,50,75,20,2,75,150
12,1,8,33,39,40,300,50,75,20,1,100,100
13,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,38,0,45,250,30,200,15,5,60,80
32,2,1,31,42,40,250,40,20,10,4,50,100
33,2,1,37,0,50,250,50,200,20,3,100,100
34,2,5,33,36,50,350,50,150,20,1,100,100
35,2,6,8,42,40,250,60,20,15,3,50,100
36,2,1,3,0,70,300,45,50,15,1,30,60
37,2,3,31,42,30,200,50,50,15,4,50,100
38,2,7,32,0,50,250,80,200,10,1,100,100
39,2,5,40,0,60,250,70,200,20,1,60,60
40,2,6,40,41,50,300,60,33,15,2,100,200
